Name	Set	ImageFile	Element	Hit Points	Powerlevel	Level/Rank/Archetypes	Supertypes/Subtypes	Cost	Rarity	Description
Weapon Drive BS 230	BS	BS-227.png	Metal	N/A	N/A	Hyper Rank Combo Physical Attack	Skill	4	Uncommon	Hit target reachable opponent for PLV Basic Damage a number of times equal to the number of Equipment cards in the user's Equip Zone.
Wish of Death BS 231	BS	BS-228.png	Space	N/A	N/A	Hyper Rank Attack	Skill	3	Uncommon	Reveal the top card of your Deck then hit target reachable opponent for True Damage equal to the revealed card's TP.
Back Alley BS 232	BS	BS-229.png	Dark	N/A	N/A	Debuff	Zone		Uncommon	If a Player plays a Darkness-type Character from their Fighter Pool, they may put 1 Blindness Counter(s) and 1 Fracture Counter(s) on target reachable opponent Character.
Clock Tower BS 233	BS	BS-230.png	Time	N/A	N/A	Enhancement	Zone		Uncommon	All Time-type cards cost 1 fewer TP.
Coliseum of Heroes BS 234	BS	BS-231.png	Light	N/A	N/A	Recovery	Zone		Common	If a Player plays a Light-type Character from their Fighter Pool, that Player heals for 2 HP.
Death Zone BS 235	BS	BS-232.png	Null	N/A	N/A	Curse	Zone		Rare	If a Player plays a Character from their Fighter Pool, put 1 Timebomb Counter(s) on that Character.
Deep Sea Fissure BS 236	BS	BS-233.png	Water	N/A	N/A	Draw	Zone		Common	If a Player plays a Water-type Character from their Fighter Pool, that Player draws a card.
Eldritch Portal BS 237	BS	BS-234.png	Space	N/A	N/A	Rift Curse	Zone		Super Rare	Mythical (Only 1 copy of this card can exist in your Deck.);All non-Character cards have Void.
Hellrealm Dimension BS 238	BS	BS-235.png	Dark/Fire	N/A	N/A	Curse Modifier	Zone		Common	Mythical (Only 1 copy of this card can exist in your Deck.);All Characters have Infused with Darkness-type, Fire-type.;If a Player is in The Last Stand, that Player has +4 PLV.
Imminent Meteor BS 239	BS	BS-236.png	Space/Earth	N/A	N/A	Destruction	Zone		Rare	Once per turn, during that Player's End Phase, put 1 Power Counter(s) on this card. If this card has 25 or more Power Counter(s), destroy all Characters, Skills, Reactions, Items, Augments, and Zones.
Maelstrom Force BS 240	BS	BS-237.png	Storm	N/A	N/A	Enhancement	Zone		Common	All Storm-type Characters have Flash.
Moebius Wormhole BS 241	BS	BS-238.png	Space	N/A	N/A	Recovery	Zone		Rare	If a Player or Character uses a non-Character Space-type card, they may send 1 target non-Character Space-type card with a different name from their Discard Pile to the bottom of their Deck.
Mountaintop Plateau BS 242	BS	BS-239.png	Earth	N/A	N/A	Buff	Zone		Common	All Earth-type Characters have +4 HP.
Pit of Flames BS 243	BS	BS-240.png	Fire	N/A	N/A	Enhancement	Zone		Common	All Fire-type Characters deal 2 more damage per hit with Attacks.
Power Assembly BS 244	BS	BS-241.png	Null	N/A	N/A	Resource	Zone		Rare	All Characters have "Remove 1 Power Counter(s): This card gains +1 PLV until this turn's End Phase."
Pull Reversal BS 245	BS	BS-242.png	Space	N/A	N/A	Draw Curse	Zone		Rare	Mythical (Only 1 copy of this card can exist in your Deck.);All Players must play with their Decks flipped face-up.
Redwood Maze BS 246	BS	BS-243.png	Nature	N/A	N/A	Burn	Zone		Uncommon	If a Player plays a Nature-type Character from their Fighter Pool, they choose target Player to send a card from the top of their Deck to their Discard Pile.
Steel Cage BS 247	BS	BS-244.png	Metal	N/A	N/A	Enhancement	Zone		Common	All Metal-type Characters deal True Damage instead of Unblockable Damage.
Technopolis Skate Park BS 248	BS	BS-245.png	Metal/Earth	N/A	N/A	Curse	Zone		Common	At the end of each Player's turn, that Player puts 3 Fracture Counter(s) divided as they choose among one, two, or three Characters they control.
Treatment Facility BS 249	BS	BS-246.png	Light	N/A	N/A	Recovery	Zone		Common	Once per turn, during each Player's Starting Phase, each Character that Player controls heals for 1 HP.
Weapon Factory BS 250	BS	BS-247.png	Metal	N/A	N/A	Equipment Enhancement	Zone		Common	All cards with Arm Up are Armed Up.
Kyle Rage, Demonic Overlord BS 130	BS	BS-248.png	Dark/Fire	65	6	Overlord Celestial Demon	Legend		Omega Rare	Mastery of Darkness-type, Fire-type (This card's Damage with Attacks that have at least 1 of the listed elements is doubled.);[2+ Players];Kyle Rage, Demonic Overlord heals from Darkness-type or Fire-type Attacks instead of taking Damage.;[3+ Players];Kyle Rage, Demonic Overlord's Normal Rank Attacks are Darkness-type and Fire-type in addition to their other effects.;[4+ Players];If Kyle Rage, Demonic Overlord attacks with a Normal Rank Attack, each target Character hit successfuly by that Attack gains Concussion until their next turn's End Phase.
Ranulf Starigan, Overseer of Talthrim BS 131	BS	BS-249.png	Light/Nature	50	5	Overlord Musician	Legend		Omega Rare	Once per round, during Ranulf Starigan, Overseer of Talthrim's Starting Phase, heal them for 5 HP.;[2+ Players];If Ranulf Starigan, Overseer of Talthrim hits a Character successfully with a Normal Rank Attack, they gain control of that Character until their next Starting Phase.;[3+ Players];Lock-On (This card can directly attack opponents regardless of Combat Zone Order.);Ranulf Starigan, Overseer of Talthrim deals True damage instead of Basic or Unblockable Damage with all Attacks.;[4+ Players];If Ranulf Starigan, Overseer of Talthrim hits a Character successfully with a Normal Rank Attack, heal them and their target for 5 HP.
Xavior Leo, Existence Purger BS 132	BS	BS-250.png	Null	80	6	Overlord Machine Fighter	Legend		Omega Rare	Immune to Blindness Counter(s), Poison Counter(s), Drain Counter(s), Paralyze Counter(s), Timid (This card cannot be targeted or affected by the listed card types, abilities, or effects.);Infused with Null-type (This card and all Attacks it performs become the listed element(s) instead of their normal elements.);[2+ Players];Xavior Leo, Existence Purger has +X PLV, where X is equal to the number of Players.;[3+ Players];Once per turn, during that Player's Starting Phase, send the top card of their Deck to their Rift Zone.;[4+ Players];All cards not owned by Xavior Leo, Existence Purger have Void.
